file,class
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0489_0000_0866_0197_0089_0087.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0029_0000_0799_0266_0059_0059.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1241_0000_0800_0286_0043_0044.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0143_0000_0192_0299_0073_0073.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7290_0000_0946_0178_0083_0084.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0576_0000_0629_0376_0034_0032.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0473_0000_0650_0344_0027_0029.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3572_0000_0633_0324_0058_0056.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0456_0000_0892_0227_0084_0080.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3579_0000_0749_0299_0101_0093.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1521_0000_0366_0230_0035_0037.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1811_0000_0792_0274_0050_0048.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0030_0000_0698_0329_0037_0038.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0440_0000_0773_0292_0048_0047.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1805_0000_0779_0308_0041_0039.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0481_0000_0697_0314_0043_0045.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0036_0000_0720_0339_0042_0043.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0450_0000_0827_0259_0065_0062.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2638_0000_0731_0373_0062_0062.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3497_0000_0847_0228_0152_0138.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7245_0000_0936_0146_0122_0122.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0139_0000_0271_0305_0060_0060.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1495_0000_1011_0184_0045_0048.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7830_0000_0708_0280_0040_0040.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6781_0000_0721_0243_0033_0035.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3696_0000_0566_0275_0034_0032.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7244_0000_0891_0167_0108_0109.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6795_0000_0896_0151_0087_0089.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3469_0000_0481_0273_0045_0047.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0595_0000_1044_0250_0108_0107.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0483_0000_0720_0303_0047_0049.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7822_0000_0687_0287_0028_0029.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3712_0000_0710_0168_0070_0064.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4867_0000_0698_0222_0086_0077.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3494_0000_0707_0273_0091_0093.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3493_0000_0799_0151_0142_0138.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6797_0000_1004_0094_0115_0116.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2646_0000_0957_0306_0142_0140.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0590_0000_0809_0328_0063_0064.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3570_0000_0619_0329_0048_0046.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0005_0000_0726_0301_0028_0033.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1798_0000_0768_0302_0035_0031.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6791_0000_0798_0203_0055_0059.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0464_0000_1097_0130_0142_0137.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3495_0000_0738_0261_0101_0098.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0044_0000_0780_0336_0063_0060.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1819_0000_0855_0226_0083_0079.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7840_0000_0808_0262_0073_0074.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7282_0000_0787_0239_0044_0045.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0041_0000_0924_0183_0118_0112.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0037_0000_0855_0230_0086_0085.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0039_0000_0893_0211_0092_0090.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2622_0000_0644_0399_0040_0042.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0038_0000_0731_0335_0048_0047.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1517_0000_0832_0142_0061_0063.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5539_0000_1074_0002_0149_0150.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0436_0000_0766_0306_0042_0041.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3706_0000_0626_0231_0050_0044.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0588_0000_0767_0345_0055_0055.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3442_0000_0322_0299_0032_0035.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1511_0000_0811_0170_0055_0057.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2644_0000_0853_0333_0116_0110.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1499_0000_0925_0185_0049_0052.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3688_0000_0540_0284_0029_0028.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3466_0000_0461_0278_0045_0047.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0486_0000_0771_0259_0061_0063.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3716_0000_0823_0085_0103_0095.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0050_0000_0887_0320_0102_0102.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0040_0000_0744_0342_0049_0050.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0013_0000_0742_0295_0041_0042.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7842_0000_0857_0253_0095_0099.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7828_0000_0701_0279_0032_0033.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1507_0000_0823_0180_0050_0053.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3684_0000_0533_0293_0028_0023.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7832_0000_0721_0278_0042_0044.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0424_0000_0746_0306_0030_0032.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0028_0000_0694_0338_0034_0036.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7274_0000_0734_0259_0034_0035.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1817_0000_0833_0253_0077_0072.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5536_0000_0950_0113_0100_0100.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4822_0000_0537_0281_0036_0032.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5517_0000_0834_0257_0032_0032.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3702_0000_0598_0258_0042_0039.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0045_0000_1081_0085_0180_0171.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1813_0000_0809_0261_0058_0054.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0593_0000_0913_0297_0084_0085.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3493_0000_0676_0278_0085_0081.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2640_0000_0757_0362_0080_0078.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5533_0000_0900_0168_0070_0070.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0026_0000_0690_0334_0034_0036.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3708_0000_0650_0220_0052_0046.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1265_0000_0998_0200_0125_0123.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3482_0000_0570_0329_0037_0035.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4875_0000_0755_0170_0115_0111.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0448_0000_0811_0265_0061_0059.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1794_0000_0764_0306_0035_0031.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3478_0000_0552_0334_0033_0029.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3475_0000_0518_0263_0056_0058.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1503_0000_0857_0185_0049_0052.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3580_0000_0784_0289_0111_0105.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0046_0000_0805_0330_0070_0069.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7292_0000_1036_0147_0101_0103.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4830_0000_0586_0274_0043_0040.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7242_0000_0824_0208_0086_0088.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1523_0000_0867_0095_0079_0081.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3490_0000_0630_0309_0061_0058.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6783_0000_0728_0241_0035_0038.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2636_0000_0714_0381_0057_0057.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7234_0000_0718_0240_0047_0047.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1251_0000_0825_0273_0053_0053.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7243_0000_0860_0191_0093_0097.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7230_0000_0700_0254_0032_0034.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0148_0000_0024_0273_0098_0098.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0127_0000_0427_0316_0037_0040.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0428_0000_0749_0311_0035_0036.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3492_0000_0656_0289_0077_0076.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3692_0000_0553_0284_0029_0028.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1809_0000_0786_0285_0046_0044.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0444_0000_0789_0273_0054_0053.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5529_0000_0862_0203_0055_0055.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3486_0000_0593_0321_0045_0045.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1561_0000_0299_0133_0058_0055.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7284_0000_0810_0227_0052_0052.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3574_0000_0651_0320_0068_0065.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1803_0000_0772_0307_0039_0037.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1257_0000_0865_0251_0069_0069.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0488_0000_0824_0225_0078_0078.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5527_0000_0853_0215_0049_0050.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0034_0000_0714_0335_0039_0040.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6773_0000_0707_0259_0025_0023.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3710_0000_0679_0199_0056_0053.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7232_0000_0704_0246_0040_0040.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4854_0000_0647_0254_0060_0055.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0009_0000_0734_0293_0037_0039.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7288_0000_0882_0203_0067_0069.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1245_0000_0806_0288_0043_0044.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1537_0000_0369_0205_0040_0040.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0145_0000_0131_0293_0081_0081.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5538_0000_1022_0040_0138_0138.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3454_0000_0394_0283_0037_0040.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6793_0000_0834_0182_0072_0076.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7228_0000_0692_0260_0030_0031.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7826_0000_0695_0284_0032_0033.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1825_0000_0996_0134_0141_0138.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7246_0000_0997_0125_0152_0151.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0578_0000_0638_0373_0037_0036.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1515_0000_0819_0152_0059_0061.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1253_0000_0832_0268_0059_0059.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1255_0000_0847_0260_0064_0064.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1553_0000_0340_0168_0049_0047.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7236_0000_0738_0232_0049_0049.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3564_0000_0588_0331_0036_0034.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1513_0000_0350_0257_0031_0034.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7844_0000_0942_0237_0121_0121.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7834_0000_0735_0276_0044_0046.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6777_0000_0711_0250_0030_0030.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0017_0000_0756_0288_0043_0044.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0021_0000_0767_0288_0045_0046.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7238_0000_0751_0224_0058_0058.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0596_0000_1136_0206_0138_0138.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5537_0000_0980_0083_0118_0118.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4850_0000_0632_0255_0060_0055.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4871_0000_0725_0198_0096_0088.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1565_0000_0260_0105_0067_0063.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5519_0000_0837_0248_0034_0035.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0487_0000_0794_0246_0068_0070.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5531_0000_0877_0188_0062_0062.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0574_0000_0620_0380_0028_0031.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3680_0000_0529_0302_0025_0022.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0485_0000_0748_0272_0056_0059.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5521_0000_0838_0239_0037_0037.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0592_0000_0870_0315_0076_0077.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7240_0000_0784_0216_0067_0068.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3448_0000_0366_0295_0034_0037.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3718_0000_0937_0004_0125_0121.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2630_0000_0671_0394_0048_0049.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7291_0000_0983_0166_0093_0095.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3480_0000_0560_0328_0034_0031.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3566_0000_0596_0329_0040_0037.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1519_0000_0840_0127_0066_0068.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1529_0000_0374_0223_0037_0038.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0141_0000_0230_0302_0067_0067.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0454_0000_0864_0245_0076_0073.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1249_0000_0818_0275_0049_0049.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1525_0000_0886_0083_0082_0085.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7818_0000_0682_0290_0024_0027.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4842_0000_0608_0264_0054_0049.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3700_0000_0584_0265_0039_0037.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3560_0000_0577_0332_0031_0030.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0477_0000_0666_0324_0038_0040.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6779_0000_0715_0245_0031_0032.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2628_0000_0663_0394_0045_0047.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1545_0000_0360_0192_0042_0042.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7276_0000_0743_0254_0038_0039.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7293_0000_1106_0122_0116_0118.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1527_0000_0907_0061_0087_0091.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4858_0000_0659_0243_0066_0061.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1815_0000_0814_0265_0067_0062.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7824_0000_0689_0281_0030_0031.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0147_0000_0063_0285_0092_0092.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0054_0000_1063_0302_0166_0168.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0452_0000_0848_0254_0067_0064.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0137_0000_0306_0307_0054_0056.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_1513_0000_0812_0160_0057_0059.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6796_0000_0940_0128_0103_0104.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1267_0000_1074_0161_0147_0144.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1549_0000_0351_0182_0043_0043.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0142_0000_0212_0304_0070_0070.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0035_0000_0839_0241_0079_0080.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2626_0000_0657_0396_0042_0044.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3488_0000_0609_0320_0048_0048.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5523_0000_0841_0235_0039_0040.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7280_0000_0768_0245_0042_0043.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7836_0000_0750_0269_0055_0056.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3704_0000_0612_0248_0045_0042.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3490_0000_0716_0195_0107_0111.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0052_0000_0954_0320_0127_0129.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2624_0000_0649_0397_0042_0044.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2618_0000_0635_0404_0036_0035.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0033_0000_0824_0253_0068_0073.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6787_0000_0753_0230_0043_0044.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4834_0000_0593_0274_0045_0041.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2632_0000_0679_0389_0052_0052.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3562_0000_0582_0338_0032_0032.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7270_0000_0714_0262_0031_0032.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1577_0000_0105_-001_0093_0090.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2614_0000_0628_0398_0031_0032.png,42
./italy_training_processed/42/2016-01-04 13-46-03.101.wmv_2642_0000_0793_0353_0097_0093.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1821_0000_0885_0207_0094_0089.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3568_0000_0606_0330_0043_0040.png,42
./italy_training_processed/42/2015-11-26 14-30-26.693.wmv_5535_0000_0930_0128_0092_0092.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_6785_0000_0740_0238_0039_0040.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3478_0000_0538_0259_0061_0062.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3484_0000_0578_0328_0040_0040.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0048_0000_0839_0331_0081_0081.png,42
./italy_training_processed/42/2016-01-04 13-27-08.124.wmv_0042_0000_0758_0343_0058_0056.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_4883_0000_0942_0023_0217_0213.png,42
./italy_training_processed/42/2015-11-26 12-45-52.403.wmv_1823_0000_0928_0187_0109_0103.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0462_0000_1020_0169_0119_0115.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_1573_0000_0164_0049_0084_0082.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0580_0000_0657_0372_0039_0038.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0484_0000_0733_0293_0052_0054.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3498_0000_0946_0183_0185_0169.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3581_0000_0830_0279_0127_0117.png,42
./italy_training_processed/42/2015-11-26 12-15-22.148.wmv_3491_0000_0643_0298_0065_0064.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1247_0000_0810_0280_0045_0045.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0144_0000_0164_0295_0077_0077.png,42
./italy_training_processed/42/2015-11-26 12-36-40.221.wmv_3481_0000_0568_0243_0072_0074.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_1261_0000_0911_0235_0088_0088.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0031_0000_0807_0258_0064_0066.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0133_0000_0374_0311_0045_0048.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7820_0000_0684_0289_0026_0027.png,42
./italy_training_processed/42/2015-11-26 12-50-46.196.wmv_0043_0000_0985_0136_0144_0137.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0594_0000_0969_0276_0094_0095.png,42
./italy_training_processed/42/2016-01-04 13-36-15.786.wmv_0586_0000_0730_0357_0048_0048.png,42
./italy_training_processed/42/2015-11-30 14-54-11.067.wmv_7226_0000_0684_0263_0028_0029.png,42
./italy_training_processed/45/2015-11-26 14-30-26.693.wmv_1441_0000_0444_0204_0057_0056.png,45
./italy_training_processed/45/2016-01-04 13-36-15.786.wmv_2532_0000_1084_0119_0173_0164.png,45
./italy_training_processed/45/2015-11-26 12-15-22.148.wmv_0546_0000_0130_0227_0067_0061.png,45
./italy_training_processed/45/2015-11-30 14-38-40.546.wmv_1424_0000_0777_0144_0073_0072.png,45
./italy_training_processed/45/2015-11-30 14-38-40.546.wmv_4626_0000_0730_0109_0102_0102.png,45
./italy_training_processed/45/2015-11-26 14-23-28.733.wmv_2611_0000_0771_0316_0045_0043.png,45
./italy_training_processed/45/2015-11-30 14-38-40.546.wmv_4638_0000_0825_0028_0149_0148.png,45
./italy_training_processed/45/2015-11-26 12-15-22.148.wmv_4612_0000_0546_0246_0044_0043.png,45
./italy_training_processed/45/2015-11-26 12-05-54.293.wmv_3255_0000_0644_0261_0046_0046.png,45
./italy_training_processed/45/2015-11-26 12-15-22.148.wmv_4621_0000_0434_0215_0059_0057.png,45
./italy_training_processed/45/2016-01-04 13-36-15.786.wmv_2505_0000_0622_0340_0065_0064.png,45
./italy_training_processed/45/2015-11-26 14-30-26.693.wmv_3609_0000_0734_0231_0056_0058.png,45
./italy_training_processed/45/2016-01-04 13-36-15.786.wmv_2529_0000_0987_0163_0149_0141.png,45
